lemma,freq,freq_class,rank,prop,cum_sum_prop
å pynte,8,7,109,3.059507419305492e-4,0.8763959002600581
å renne,8,7,109,3.059507419305492e-4,0.8767018510019887
å respektere,8,7,109,3.059507419305492e-4,0.8770078017439192
å rive,8,7,109,3.059507419305492e-4,0.8773137524858498
å roe,8,7,109,3.059507419305492e-4,0.8776197032277804
å rusle,8,7,109,3.059507419305492e-4,0.8779256539697109
å signalisere,8,7,109,3.059507419305492e-4,0.8782316047116414
å sikte,8,7,109,3.059507419305492e-4,0.8785375554535719
å skremme,8,7,109,3.059507419305492e-4,0.8788435061955026
å sove,8,7,109,3.059507419305492e-4,0.8791494569374331
å sovne,8,7,109,3.059507419305492e-4,0.8794554076793636
å strekke,8,7,109,3.059507419305492e-4,0.8797613584212942
å tåle,8,7,109,3.059507419305492e-4,0.8800673091632247
å utnytte,8,7,109,3.059507419305492e-4,0.8803732599051552
å utrede,8,7,109,3.059507419305492e-4,0.8806792106470859
å analysere,7,8,110,2.6770689918923055e-4,0.8809469175462751
å angre,7,8,110,2.6770689918923055e-4,0.8812146244454643
å annonsere,7,8,110,2.6770689918923055e-4,0.8814823313446535
å avhenge,7,8,110,2.6770689918923055e-4,0.8817500382438428
å beskylde,7,8,110,2.6770689918923055e-4,0.882017745143032
å bevilge,7,8,110,2.6770689918923055e-4,0.8822854520422212
å filme,7,8,110,2.6770689918923055e-4,0.8825531589414104
å forby,7,8,110,2.6770689918923055e-4,0.8828208658405997
å forebygge,7,8,110,2.6770689918923055e-4,0.8830885727397889
å forme,7,8,110,2.6770689918923055e-4,0.8833562796389781
å forplikte,7,8,110,2.6770689918923055e-4,0.8836239865381673
å framstå,7,8,110,2.6770689918923055e-4,0.8838916934373566
å fri,7,8,110,2.6770689918923055e-4,0.8841594003365458
å godkjenne,7,8,110,2.6770689918923055e-4,0.884427107235735
å gratulere,7,8,110,2.6770689918923055e-4,0.8846948141349242
å grave,7,8,110,2.6770689918923055e-4,0.8849625210341135
å høste,7,8,110,2.6770689918923055e-4,0.8852302279333027
å hylle,7,8,110,2.6770689918923055e-4,0.885497934832492
å illustrere,7,8,110,2.6770689918923055e-4,0.8857656417316812
å inspirere,7,8,110,2.6770689918923055e-4,0.8860333486308705
å konfrontere,7,8,110,2.6770689918923055e-4,0.8863010555300597
å konstatere,7,8,110,2.6770689918923055e-4,0.8865687624292489
å leie,7,8,110,2.6770689918923055e-4,0.8868364693284382
å minnes,7,8,110,2.6770689918923055e-4,0.8871041762276274
å mistenke,7,8,110,2.6770689918923055e-4,0.8873718831268166
å nynne,7,8,110,2.6770689918923055e-4,0.8876395900260058
å offentliggjøre,7,8,110,2.6770689918923055e-4,0.8879072969251951
å oppføre,7,8,110,2.6770689918923055e-4,0.8881750038243843
å oppgi,7,8,110,2.6770689918923055e-4,0.8884427107235735
å overbevise,7,8,110,2.6770689918923055e-4,0.8887104176227627
å overfalle,7,8,110,2.6770689918923055e-4,0.888978124521952
å overlate,7,8,110,2.6770689918923055e-4,0.8892458314211412
å protestere,7,8,110,2.6770689918923055e-4,0.8895135383203304
å reformere,7,8,110,2.6770689918923055e-4,0.8897812452195196
å regulere,7,8,110,2.6770689918923055e-4,0.8900489521187089
å resultere,7,8,110,2.6770689918923055e-4,0.8903166590178981
å riste,7,8,110,2.6770689918923055e-4,0.8905843659170873
å rulle,7,8,110,2.6770689918923055e-4,0.8908520728162765
å rykke,7,8,110,2.6770689918923055e-4,0.8911197797154659
å skildre,7,8,110,2.6770689918923055e-4,0.8913874866146551
å skru,7,8,110,2.6770689918923055e-4,0.8916551935138443
å stole,7,8,110,2.6770689918923055e-4,0.8919229004130335
å tilbringe,7,8,110,2.6770689918923055e-4,0.8921906073122228
å tre,7,8,110,2.6770689918923055e-4,0.892458314211412
å trenges,7,8,110,2.6770689918923055e-4,0.8927260211106012
å underlegge,7,8,110,2.6770689918923055e-4,0.8929937280097904
å undersøke,7,8,110,2.6770689918923055e-4,0.8932614349089797
å utforme,7,8,110,2.6770689918923055e-4,0.8935291418081689
å utøve,7,8,110,2.6770689918923055e-4,0.8937968487073581
å veie,7,8,110,2.6770689918923055e-4,0.8940645556065474
å antyde,6,8,111,2.294630564479119e-4,0.8942940186629953
å avskaffe,6,8,111,2.294630564479119e-4,0.8945234817194432
å banke,6,8,111,2.294630564479119e-4,0.8947529447758911
å begeistre,6,8,111,2.294630564479119e-4,0.894982407832339
å bemerke,6,8,111,2.294630564479119e-4,0.895211870888787
å berge,6,8,111,2.294630564479119e-4,0.8954413339452348
å bevise,6,8,111,2.294630564479119e-4,0.8956707970016827
å bistå,6,8,111,2.294630564479119e-4,0.8959002600581306
å danne,6,8,111,2.294630564479119e-4,0.8961297231145786
å debattere,6,8,111,2.294630564479119e-4,0.8963591861710265
å demonstrere,6,8,111,2.294630564479119e-4,0.8965886492274744
å ekskludere,6,8,111,2.294630564479119e-4,0.8968181122839223
å eksponere,6,8,111,2.294630564479119e-4,0.8970475753403702
å etterlate,6,8,111,2.294630564479119e-4,0.8972770383968182
å feie,6,8,111,2.294630564479119e-4,0.897506501453266
å fyre,6,8,111,2.294630564479119e-4,0.8977359645097139
å gjemme,6,8,111,2.294630564479119e-4,0.8979654275661618
å håndtere,6,8,111,2.294630564479119e-4,0.8981948906226098
å hate,6,8,111,2.294630564479119e-4,0.8984243536790577
å innta,6,8,111,2.294630564479119e-4,0.8986538167355056
å irritere,6,8,111,2.294630564479119e-4,0.8988832797919535
å kidnappe,6,8,111,2.294630564479119e-4,0.8991127428484014
å kjede,6,8,111,2.294630564479119e-4,0.8993422059048494
å klatre,6,8,111,2.294630564479119e-4,0.8995716689612973
å klippe,6,8,111,2.294630564479119e-4,0.8998011320177451
å lyve,6,8,111,2.294630564479119e-4,0.900030595074193
å motivere,6,8,111,2.294630564479119e-4,0.900260058130641
å nytte,6,8,111,2.294630564479119e-4,0.9004895211870889
å observere,6,8,111,2.294630564479119e-4,0.9007189842435368
å opptre,6,8,111,2.294630564479119e-4,0.9009484472999847
å påføre,6,8,111,2.294630564479119e-4,0.9011779103564326
å røre,6,8,111,2.294630564479119e-4,0.9014073734128806
å ruse,6,8,111,2.294630564479119e-4,0.9016368364693285
å savne,6,8,111,2.294630564479119e-4,0.9018662995257763
å sees,6,8,111,2.294630564479119e-4,0.9020957625822242
å skjerme,6,8,111,2.294630564479119e-4,0.9023252256386722
å skryte,6,8,111,2.294630564479119e-4,0.9025546886951201
å spå,6,8,111,2.294630564479119e-4,0.902784151751568
å spekulere,6,8,111,2.294630564479119e-4,0.9030136148080159
å stusse,6,8,111,2.294630564479119e-4,0.9032430778644638
å sukke,6,8,111,2.294630564479119e-4,0.9034725409209118
å svømme,6,8,111,2.294630564479119e-4,0.9037020039773597
å tie,6,8,111,2.294630564479119e-4,0.9039314670338076
å tilfredsstille,6,8,111,2.294630564479119e-4,0.9041609300902554
å tolke,6,8,111,2.294630564479119e-4,0.9043903931467034
å trives,6,8,111,2.294630564479119e-4,0.9046198562031513
å unnskylde,6,8,111,2.294630564479119e-4,0.9048493192595992
å vandre,6,8,111,2.294630564479119e-4,0.9050787823160471
å vaske,6,8,111,2.294630564479119e-4,0.905308245372495
å anerkjenne,5,8,112,1.9121921370659323e-4,0.9054994645862017
å ansette,5,8,112,1.9121921370659323e-4,0.9056906837999082
å anslå,5,8,112,1.9121921370659323e-4,0.9058819030136148
å avvente,5,8,112,1.9121921370659323e-4,0.9060731222273214
å bæsje,5,8,112,1.9121921370659323e-4,0.906264341441028
å belyse,5,8,112,1.9121921370659323e-4,0.9064555606547346
å beordre,5,8,112,1.9121921370659323e-4,0.9066467798684412
å berømme,5,8,112,1.9121921370659323e-4,0.9068379990821478
å beslutte,5,8,112,1.9121921370659323e-4,0.9070292182958544
å bevare,5,8,112,1.9121921370659323e-4,0.9072204375095609
å binde,5,8,112,1.9121921370659323e-4,0.9074116567232675
å bomme,5,8,112,1.9121921370659323e-4,0.9076028759369742
å bortføre,5,8,112,1.9121921370659323e-4,0.9077940951506808
å debutere,5,8,112,1.9121921370659323e-4,0.9079853143643873
å dokumentere,5,8,112,1.9121921370659323e-4,0.9081765335780939
å drible,5,8,112,1.9121921370659323e-4,0.9083677527918005
å dundre,5,8,112,1.9121921370659323e-4,0.9085589720055072
å eksportere,5,8,112,1.9121921370659323e-4,0.9087501912192137
å evakuere,5,8,112,1.9121921370659323e-4,0.9089414104329203
å forankre,5,8,112,1.9121921370659323e-4,0.9091326296466269
å forestille,5,8,112,1.9121921370659323e-4,0.9093238488603335
å forsikre,5,8,112,1.9121921370659323e-4,0.90951506807404
å forske,5,8,112,1.9121921370659323e-4,0.9097062872877467
å frata,5,8,112,1.9121921370659323e-4,0.9098975065014533
å fremgå,5,8,112,1.9121921370659323e-4,0.9100887257151599
å garantere,5,8,112,1.9121921370659323e-4,0.9102799449288664
å greie,5,8,112,1.9121921370659323e-4,0.910471164142573
å hedre,5,8,112,1.9121921370659323e-4,0.9106623833562797
å heve,5,8,112,1.9121921370659323e-4,0.9108536025699863
å innfri,5,8,112,1.9121921370659323e-4,0.9110448217836928
å innstille,5,8,112,1.9121921370659323e-4,0.9112360409973994
å karakterisere,5,8,112,1.9121921370659323e-4,0.911427260211106
å klage,5,8,112,1.9121921370659323e-4,0.9116184794248127
å kode,5,8,112,1.9121921370659323e-4,0.9118096986385192
å kompensere,5,8,112,1.9121921370659323e-4,0.9120009178522258
å krenke,5,8,112,1.9121921370659323e-4,0.9121921370659324
å lade,5,8,112,1.9121921370659323e-4,0.912383356279639
å lande,5,8,112,1.9121921370659323e-4,0.9125745754933455
å legitimere,5,8,112,1.9121921370659323e-4,0.9127657947070522
å lette,5,8,112,1.9121921370659323e-4,0.9129570139207588
å lønne,5,8,112,1.9121921370659323e-4,0.9131482331344654
å male,5,8,112,1.9121921370659323e-4,0.9133394523481719
å notere,5,8,112,1.9121921370659323e-4,0.9135306715618785
å omfavne,5,8,112,1.9121921370659323e-4,0.9137218907755852
å opphøre,5,8,112,1.9121921370659323e-4,0.9139131099892918
å oppmuntre,5,8,112,1.9121921370659323e-4,0.9141043292029983
å overprøve,5,8,112,1.9121921370659323e-4,0.9142955484167049
å overse,5,8,112,1.9121921370659323e-4,0.9144867676304115
å påstå,5,8,112,1.9121921370659323e-4,0.914677986844118
å praktisere,5,8,112,1.9121921370659323e-4,0.9148692060578247
å prestere,5,8,112,1.9121921370659323e-4,0.9150604252715313
å puste,5,8,112,1.9121921370659323e-4,0.9152516444852379
å rase,5,8,112,1.9121921370659323e-4,0.9154428636989445
å reflektere,5,8,112,1.9121921370659323e-4,0.915634082912651
å røyke,5,8,112,1.9121921370659323e-4,0.9158253021263577
å sitere,5,8,112,1.9121921370659323e-4,0.9160165213400643
å skrike,5,8,112,1.9121921370659323e-4,0.9162077405537709
å slakte,5,8,112,1.9121921370659323e-4,0.9163989597674774
å spore,5,8,112,1.9121921370659323e-4,0.916590178981184
å springe,5,8,112,1.9121921370659323e-4,0.9167813981948907
å stryke,5,8,112,1.9121921370659323e-4,0.9169726174085973
å svelge,5,8,112,1.9121921370659323e-4,0.9171638366223038
å synke,5,8,112,1.9121921370659323e-4,0.9173550558360104
å tilsi,5,8,112,1.9121921370659323e-4,0.917546275049717
å tiltrekke,5,8,112,1.9121921370659323e-4,0.9177374942634235
å trøste,5,8,112,1.9121921370659323e-4,0.9179287134771302
å utdype,5,8,112,1.9121921370659323e-4,0.9181199326908368
å våge,5,8,112,1.9121921370659323e-4,0.9183111519045434
å vegre,5,8,112,1.9121921370659323e-4,0.91850237111825
å verdsette,5,8,112,1.9121921370659323e-4,0.9186935903319565
å ytre,5,8,112,1.9121921370659323e-4,0.9188848095456632
å ankomme,4,8,113,1.529753709652746e-4,0.9190377849166285
å anmelde,4,8,113,1.529753709652746e-4,0.9191907602875937
å arve,4,8,113,1.529753709652746e-4,0.919343735658559
å avfeie,4,8,113,1.529753709652746e-4,0.9194967110295242
å avhøre,4,8,113,1.529753709652746e-4,0.9196496864004895
å avløse,4,8,113,1.529753709652746e-4,0.9198026617714548
å avta,4,8,113,1.529753709652746e-4,0.9199556371424201
å balansere,4,8,113,1.529753709652746e-4,0.9201086125133854
å besvare,4,8,113,1.529753709652746e-4,0.9202615878843506
å bla,4,8,113,1.529753709652746e-4,0.9204145632553159
å blomstre,4,8,113,1.529753709652746e-4,0.9205675386262812
å bokse,4,8,113,1.529753709652746e-4,0.9207205139972464
å bøye,4,8,113,1.529753709652746e-4,0.9208734893682117
å burde,4,8,113,1.529753709652746e-4,0.921026464739177
å doble,4,8,113,1.529753709652746e-4,0.9211794401101423
å eskalere,4,8,113,1.529753709652746e-4,0.9213324154811076
å fastholde,4,8,113,1.529753709652746e-4,0.9214853908520728
å forekomme,4,8,113,1.529753709652746e-4,0.9216383662230381
å forfølge,4,8,113,1.529753709652746e-4,0.9217913415940033
å forhandle,4,8,113,1.529753709652746e-4,0.9219443169649687
å forlenge,4,8,113,1.529753709652746e-4,0.922097292335934
å formulere,4,8,113,1.529753709652746e-4,0.9222502677068992
å fortone,4,8,113,1.529753709652746e-4,0.9224032430778645
å fremheve,4,8,113,1.529753709652746e-4,0.9225562184488297
å fremholde,4,8,113,1.529753709652746e-4,0.922709193819795
å fremkalle,4,8,113,1.529753709652746e-4,0.9228621691907603
å fremkomme,4,8,113,1.529753709652746e-4,0.9230151445617256
å fremsette,4,8,113,1.529753709652746e-4,0.9231681199326909
å fremstille,4,8,113,1.529753709652746e-4,0.9233210953036561
å gjengi,4,8,113,1.529753709652746e-4,0.9234740706746214
å gjenspeile,4,8,113,1.529753709652746e-4,0.9236270460455867
å gjenstå,4,8,113,1.529753709652746e-4,0.9237800214165519
å glise,4,8,113,1.529753709652746e-4,0.9239329967875172
å gremme,4,8,113,1.529753709652746e-4,0.9240859721584825
å hagle,4,8,113,1.529753709652746e-4,0.9242389475294478
å hamre,4,8,113,1.529753709652746e-4,0.924391922900413
å haste,4,8,113,1.529753709652746e-4,0.9245448982713783
å huse,4,8,113,1.529753709652746e-4,0.9246978736423436
å identifisere,4,8,113,1.529753709652746e-4,0.9248508490133088
å imponere,4,8,113,1.529753709652746e-4,0.9250038243842741
å introdusere,4,8,113,1.529753709652746e-4,0.9251567997552395
å kikke,4,8,113,1.529753709652746e-4,0.9253097751262047
å koble,4,8,113,1.529753709652746e-4,0.92546275049717
å kommunisere,4,8,113,1.529753709652746e-4,0.9256157258681352
å krangle,4,8,113,1.529753709652746e-4,0.9257687012391005
å kysse,4,8,113,1.529753709652746e-4,0.9259216766100657
å låse,4,8,113,1.529753709652746e-4,0.9260746519810311
å leite,4,8,113,1.529753709652746e-4,0.9262276273519964
å likne,4,8,113,1.529753709652746e-4,0.9263806027229616
å lufte,4,8,113,1.529753709652746e-4,0.9265335780939269
å lukte,4,8,113,1.529753709652746e-4,0.9266865534648921
å lyse,4,8,113,1.529753709652746e-4,0.9268395288358574
å markedsføre,4,8,113,1.529753709652746e-4,0.9269925042068227
å myke,4,8,113,1.529753709652746e-4,0.927145479577788
å nedfelle,4,8,113,1.529753709652746e-4,0.9272984549487533
å ofre,4,8,113,1.529753709652746e-4,0.9274514303197186
å ombestemme,4,8,113,1.529753709652746e-4,0.9276044056906838
å omgjøre,4,8,113,1.529753709652746e-4,0.9277573810616491
å oppbevare,4,8,113,1.529753709652746e-4,0.9279103564326143
å ordne,4,8,113,1.529753709652746e-4,0.9280633318035796
å passere,4,8,113,1.529753709652746e-4,0.928216307174545
å putte,4,8,113,1.529753709652746e-4,0.9283692825455102
å reparere,4,8,113,1.529753709652746e-4,0.9285222579164755
å romme,4,8,113,1.529753709652746e-4,0.9286752332874407
å ruste,4,8,113,1.529753709652746e-4,0.928828208658406
å samordne,4,8,113,1.529753709652746e-4,0.9289811840293712
å senke,4,8,113,1.529753709652746e-4,0.9291341594003365
å signere,4,8,113,1.529753709652746e-4,0.9292871347713019
å skilles,4,8,113,1.529753709652746e-4,0.9294401101422671
å skjære,4,8,113,1.529753709652746e-4,0.9295930855132324
å skynde,4,8,113,1.529753709652746e-4,0.9297460608841976
å slappe,4,8,113,1.529753709652746e-4,0.9298990362551629
å slåss,4,8,113,1.529753709652746e-4,0.9300520116261282
å slette,4,8,113,1.529753709652746e-4,0.9302049869970935
å smelle,4,8,113,1.529753709652746e-4,0.9303579623680588
å sprette,4,8,113,1.529753709652746e-4,0.930510937739024
å spy,4,8,113,1.529753709652746e-4,0.9306639131099893
å stabilisere,4,8,113,1.529753709652746e-4,0.9308168884809546
å stamme,4,8,113,1.529753709652746e-4,0.9309698638519198
å storme,4,8,113,1.529753709652746e-4,0.9311228392228851
å stråle,4,8,113,1.529753709652746e-4,0.9312758145938504
å suge,4,8,113,1.529753709652746e-4,0.9314287899648157
å supplere,4,8,113,1.529753709652746e-4,0.931581765335781
å tilføye,4,8,113,1.529753709652746e-4,0.9317347407067462
å tilknytte,4,8,113,1.529753709652746e-4,0.9318877160777115
å tillegge,4,8,113,1.529753709652746e-4,0.9320406914486767
å tiltre,4,8,113,1.529753709652746e-4,0.932193666819642
å toppe,4,8,113,1.529753709652746e-4,0.9323466421906074
å tørke,4,8,113,1.529753709652746e-4,0.9324996175615726
å tvile,4,8,113,1.529753709652746e-4,0.9326525929325379
å ty,4,8,113,1.529753709652746e-4,0.9328055683035031
å underminere,4,8,113,1.529753709652746e-4,0.9329585436744684
å unne,4,8,113,1.529753709652746e-4,0.9331115190454337
å utebli,4,8,113,1.529753709652746e-4,0.933264494416399
å utelukke,4,8,113,1.529753709652746e-4,0.9334174697873643
å utforske,4,8,113,1.529753709652746e-4,0.9335704451583295
å utløse,4,8,113,1.529753709652746e-4,0.9337234205292948
å utpeke,4,8,113,1.529753709652746e-4,0.9338763959002601
å utstyre,4,8,113,1.529753709652746e-4,0.9340293712712253
å vektlegge,4,8,113,1.529753709652746e-4,0.9341823466421906
å vinke,4,8,113,1.529753709652746e-4,0.93433532201315594
å voldta,4,8,113,1.529753709652746e-4,0.9344882973841212
å aktualisere,3,9,114,1.1473152822395595e-4,0.9346030289123451
å anføre,3,9,114,1.1473152822395595e-4,0.9347177604405691
å angå,3,9,114,1.1473152822395595e-4,0.934832491968793
å anke,3,9,114,1.1473152822395595e-4,0.934947223497017
å appellere,3,9,114,1.1473152822395595e-4,0.9350619550252409
å avfyre,3,9,114,1.1473152822395595e-4,0.9351766865534649
å avgi,3,9,114,1.1473152822395595e-4,0.9352914180816888
å avholde,3,9,114,1.1473152822395595e-4,0.9354061496099129
å avskjære,3,9,114,1.1473152822395595e-4,0.9355208811381368
å avtale,3,9,114,1.1473152822395595e-4,0.9356356126663607
å barbere,3,9,114,1.1473152822395595e-4,0.9357503441945847
å bedrive,3,9,114,1.1473152822395595e-4,0.9358650757228086
å beherske,3,9,114,1.1473152822395595e-4,0.9359798072510326
å behøve,3,9,114,1.1473152822395595e-4,0.9360945387792565
å belage,3,9,114,1.1473152822395595e-4,0.9362092703074805
å belønne,3,9,114,1.1473152822395595e-4,0.9363240018357044
å beregne,3,9,114,1.1473152822395595e-4,0.9364387333639285
å besitte,3,9,114,1.1473152822395595e-4,0.9365534648921524
å beskyte,3,9,114,1.1473152822395595e-4,0.9366681964203764
å betegne,3,9,114,1.1473152822395595e-4,0.9367829279486003
å beundre,3,9,114,1.1473152822395595e-4,0.9368976594768242
å brøle,3,9,114,1.1473152822395595e-4,0.9370123910050482
å dedikere,3,9,114,1.1473152822395595e-4,0.9371271225332721
å deformere,3,9,114,1.1473152822395595e-4,0.9372418540614961
å designe,3,9,114,1.1473152822395595e-4,0.93735658558972
å døpe,3,9,114,1.1473152822395595e-4,0.9374713171179441
å drukne,3,9,114,1.1473152822395595e-4,0.937586048646168
å dumpe,3,9,114,1.1473152822395595e-4,0.937700780174392
å egne,3,9,114,1.1473152822395595e-4,0.9378155117026159
å etterligne,3,9,114,1.1473152822395595e-4,0.9379302432308398
å evne,3,9,114,1.1473152822395595e-4,0.9380449747590638
å farge,3,9,114,1.1473152822395595e-4,0.9381597062872877
å favorisere,3,9,114,1.1473152822395595e-4,0.9382744378155117
å fengsle,3,9,114,1.1473152822395595e-4,0.9383891693437356
å finlese,3,9,114,1.1473152822395595e-4,0.9385039008719597
å fordre,3,9,114,1.1473152822395595e-4,0.9386186324001836
å forene,3,9,114,1.1473152822395595e-4,0.9387333639284076
å forenkle,3,9,114,1.1473152822395595e-4,0.9388480954566315
å forkaste,3,9,114,1.1473152822395595e-4,0.9389628269848554
å forlange,3,9,114,1.1473152822395595e-4,0.9390775585130794
å fortrenge,3,9,114,1.1473152822395595e-4,0.9391922900413033
å forutse,3,9,114,1.1473152822395595e-4,0.9393070215695273
å forvandle,3,9,114,1.1473152822395595e-4,0.9394217530977512
å forverre,3,9,114,1.1473152822395595e-4,0.9395364846259753
å fostre,3,9,114,1.1473152822395595e-4,0.9396512161541992
å fotografere,3,9,114,1.1473152822395595e-4,0.9397659476824232
å frakte,3,9,114,1.1473152822395595e-4,0.9398806792106471
å framstille,3,9,114,1.1473152822395595e-4,0.939995410738871
å frarøve,3,9,114,1.1473152822395595e-4,0.940110142267095
å fremføre,3,9,114,1.1473152822395595e-4,0.9402248737953189
å funke,3,9,114,1.1473152822395595e-4,0.9403396053235429
å generalisere,3,9,114,1.1473152822395595e-4,0.9404543368517668
å gidde,3,9,114,1.1473152822395595e-4,0.9405690683799909
å gjeste,3,9,114,1.1473152822395595e-4,0.9406837999082148
å hemme,3,9,114,1.1473152822395595e-4,0.9407985314364388
å henlegge,3,9,114,1.1473152822395595e-4,0.9409132629646627
å hudflette,3,9,114,1.1473152822395595e-4,0.9410279944928867
å hvile,3,9,114,1.1473152822395595e-4,0.9411427260211106
å ilegge,3,9,114,1.1473152822395595e-4,0.9412574575493345
å innkalle,3,9,114,1.1473152822395595e-4,0.9413721890775585
å innkassere,3,9,114,1.1473152822395595e-4,0.9414869206057824
å innlegge,3,9,114,1.1473152822395595e-4,0.9416016521340065
å innskrenke,3,9,114,1.1473152822395595e-4,0.9417163836622304
å inntreffe,3,9,114,1.1473152822395595e-4,0.9418311151904544
å innvilge,3,9,114,1.1473152822395595e-4,0.9419458467186783
å insistere,3,9,114,1.1473152822395595e-4,0.9420605782469023
å isolere,3,9,114,1.1473152822395595e-4,0.9421753097751262
å jage,3,9,114,1.1473152822395595e-4,0.9422900413033501
å jakte,3,9,114,1.1473152822395595e-4,0.9424047728315741
å justere,3,9,114,1.1473152822395595e-4,0.942519504359798
å klappe,3,9,114,1.1473152822395595e-4,0.9426342358880221
å klassifisere,3,9,114,1.1473152822395595e-4,0.942748967416246
å klikke,3,9,114,1.1473152822395595e-4,0.94286369894447
å kollapse,3,9,114,1.1473152822395595e-4,0.9429784304726939
å kompromisse,3,9,114,1.1473152822395595e-4,0.9430931620009179
å konstruere,3,9,114,1.1473152822395595e-4,0.9432078935291418
å kontre,3,9,114,1.1473152822395595e-4,0.9433226250573657
å kunngjøre,3,9,114,1.1473152822395595e-4,0.9434373565855897
å låte,3,9,114,1.1473152822395595e-4,0.9435520881138136
å lempe,3,9,114,1.1473152822395595e-4,0.9436668196420377
å levne,3,9,114,1.1473152822395595e-4,0.9437815511702616
å lønnsbeskatte,3,9,114,1.1473152822395595e-4,0.9438962826984856
å løslate,3,9,114,1.1473152822395595e-4,0.9440110142267095
å løsrive,3,9,114,1.1473152822395595e-4,0.9441257457549335
å lyde,3,9,114,1.1473152822395595e-4,0.9442404772831574
å meddele,3,9,114,1.1473152822395595e-4,0.9443552088113814
å modernisere,3,9,114,1.1473152822395595e-4,0.9444699403396053
å muliggjøre,3,9,114,1.1473152822395595e-4,0.9445846718678292
å myrde,3,9,114,1.1473152822395595e-4,0.9446994033960533
å nikke,3,9,114,1.1473152822395595e-4,0.9448141349242772
å oppdatere,3,9,114,1.1473152822395595e-4,0.9449288664525012
å oppdra,3,9,114,1.1473152822395595e-4,0.9450435979807251
å oppholde,3,9,114,1.1473152822395595e-4,0.9451583295089491
å oppklare,3,9,114,1.1473152822395595e-4,0.945273061037173
å oppsummere,3,9,114,1.1473152822395595e-4,0.945387792565397
å orientere,3,9,114,1.1473152822395595e-4,0.9455025240936209
å overholde,3,9,114,1.1473152822395595e-4,0.9456172556218448
å overrekke,3,9,114,1.1473152822395595e-4,0.9457319871500689
å oversende,3,9,114,1.1473152822395595e-4,0.9458467186782928
å påberope,3,9,114,1.1473152822395595e-4,0.9459614502065168
å pådra,3,9,114,1.1473152822395595e-4,0.9460761817347407
å parkere,3,9,114,1.1473152822395595e-4,0.9461909132629647
å påta,3,9,114,1.1473152822395595e-4,0.9463056447911886
å påvise,3,9,114,1.1473152822395595e-4,0.9464203763194126
å plante,3,9,114,1.1473152822395595e-4,0.9465351078476365
å poengtere,3,9,114,1.1473152822395595e-4,0.9466498393758604
å premiere,3,9,114,1.1473152822395595e-4,0.9467645709040845
å presisere,3,9,114,1.1473152822395595e-4,0.9468793024323084
å promotere,3,9,114,1.1473152822395595e-4,0.9469940339605324
å provosere,3,9,114,1.1473152822395595e-4,0.9471087654887563
å pumpe,3,9,114,1.1473152822395595e-4,0.9472234970169803
å pusse,3,9,114,1.1473152822395595e-4,0.9473382285452042
å rå,3,9,114,1.1473152822395595e-4,0.9474529600734282
å råde,3,9,114,1.1473152822395595e-4,0.9475676916016521
å rakne,3,9,114,1.1473152822395595e-4,0.947682423129876
å realisere,3,9,114,1.1473152822395595e-4,0.9477971546581001
å resignere,3,9,114,1.1473152822395595e-4,0.947911886186324
å returnere,3,9,114,1.1473152822395595e-4,0.948026617714548
å revurdere,3,9,114,1.1473152822395595e-4,0.9481413492427719
å røpe,3,9,114,1.1473152822395595e-4,0.9482560807709959
å rote,3,9,114,1.1473152822395595e-4,0.9483708122992198
å ryke,3,9,114,1.1473152822395595e-4,0.9484855438274438
å ses,3,9,114,1.1473152822395595e-4,0.9486002753556677
å sone,3,9,114,1.1473152822395595e-4,0.9487150068838917
å speile,3,9,114,1.1473152822395595e-4,0.9488297384121157
å sprenge,3,9,114,1.1473152822395595e-4,0.9489444699403397
å steke,3,9,114,1.1473152822395595e-4,0.9490592014685636
å stelle,3,9,114,1.1473152822395595e-4,0.9491739329967875
å stimulere,3,9,114,1.1473152822395595e-4,0.9492886645250115
å stirre,3,9,114,1.1473152822395595e-4,0.9494033960532354
å stramme,3,9,114,1.1473152822395595e-4,0.9495181275814594
å suse,3,9,114,1.1473152822395595e-4,0.9496328591096833
å sveve,3,9,114,1.1473152822395595e-4,0.9497475906379073
å svi,3,9,114,1.1473152822395595e-4,0.9498623221661313
å svinge,3,9,114,1.1473152822395595e-4,0.9499770536943553
å sy,3,9,114,1.1473152822395595e-4,0.9500917852225792
å sykle,3,9,114,1.1473152822395595e-4,0.9502065167508031
å synliggjøre,3,9,114,1.1473152822395595e-4,0.9503212482790271
å tatovere,3,9,114,1.1473152822395595e-4,0.950435979807251
å temme,3,9,114,1.1473152822395595e-4,0.950550711335475
å tilrettelegge,3,9,114,1.1473152822395595e-4,0.9506654428636989
å titte,3,9,114,1.1473152822395595e-4,0.9507801743919229
å tjenestegjøre,3,9,114,1.1473152822395595e-4,0.9508949059201469
å tømme,3,9,114,1.1473152822395595e-4,0.9510096374483709
å trakassere,3,9,114,1.1473152822395595e-4,0.9511243689765948
å tråkke,3,9,114,1.1473152822395595e-4,0.9512391005048187
å trappe,3,9,114,1.1473152822395595e-4,0.9513538320330427
å tviholde,3,9,114,1.1473152822395595e-4,0.9514685635612666
å undertrykke,3,9,114,1.1473152822395595e-4,0.9515832950894906
å undervurdere,3,9,114,1.1473152822395595e-4,0.9516980266177145
å undre,3,9,114,1.1473152822395595e-4,0.9518127581459386
å unnta,3,9,114,1.1473152822395595e-4,0.9519274896741625
